original_row,source,rel,target
15109,Disease::DOID:5408,PRESENTS,Symptom::D013035
15110,Disease::DOID:1319,PRESENTS,Symptom::D014717
15111,Disease::DOID:1324,PRESENTS,Symptom::D014839
15112,Disease::DOID:3121,PRESENTS,Symptom::D015746
15113,Disease::DOID:14330,PRESENTS,Symptom::D009120
15114,Disease::DOID:12361,PRESENTS,Symptom::D004172
15115,Disease::DOID:2355,PRESENTS,Symptom::D004415
15116,Disease::DOID:12849,PRESENTS,Symptom::D004454
15117,Disease::DOID:11239,PRESENTS,Symptom::D000006
15118,Disease::DOID:11934,PRESENTS,Symptom::D014717
15119,Disease::DOID:1024,PRESENTS,Symptom::D001766
15120,Disease::DOID:10871,PRESENTS,Symptom::D000550
15121,Disease::DOID:10608,PRESENTS,Symptom::D004314
15122,Disease::DOID:3565,PRESENTS,Symptom::D003638
15123,Disease::DOID:1595,PRESENTS,Symptom::D003221
15124,Disease::DOID:1993,PRESENTS,Symptom::D014840
15125,Disease::DOID:5419,PRESENTS,Symptom::D062706
15126,Disease::DOID:7147,PRESENTS,Symptom::D051346
15127,Disease::DOID:184,PRESENTS,Symptom::D014313
15128,Disease::DOID:3565,PRESENTS,Symptom::D005158
15129,Disease::DOID:363,PRESENTS,Symptom::D010146
15130,Disease::DOID:2841,PRESENTS,Symptom::D000472
15131,Disease::DOID:7148,PRESENTS,Symptom::D005221
15132,Disease::DOID:12849,PRESENTS,Symptom::D020886
15133,Disease::DOID:12361,PRESENTS,Symptom::D004314
15134,Disease::DOID:3565,PRESENTS,Symptom::D006319
15135,Disease::DOID:3070,PRESENTS,Symptom::D005862
15136,Disease::DOID:8398,PRESENTS,Symptom::D009437
15137,Disease::DOID:2994,PRESENTS,Symptom::D034381
15138,Disease::DOID:2994,PRESENTS,Symptom::D005183
15139,Disease::DOID:9835,PRESENTS,Symptom::D000550
15140,Disease::DOID:10283,PRESENTS,Symptom::D059373
15141,Disease::DOID:263,PRESENTS,Symptom::D011507
15142,Disease::DOID:14221,PRESENTS,Symptom::D000419
15143,Disease::DOID:2355,PRESENTS,Symptom::D001247
15144,Disease::DOID:12185,PRESENTS,Symptom::D012021
15145,Disease::DOID:3565,PRESENTS,Symptom::D019569
15146,Disease::DOID:1612,PRESENTS,Symptom::D001724
15147,Disease::DOID:11119,PRESENTS,Symptom::D002819
15148,Disease::DOID:3953,PRESENTS,Symptom::D015845
15149,Disease::DOID:2394,PRESENTS,Symptom::D014770
15150,Disease::DOID:1319,PRESENTS,Symptom::D002100
15151,Disease::DOID:184,PRESENTS,Symptom::D008998
15152,Disease::DOID:2394,PRESENTS,Symptom::D006628
15153,Disease::DOID:1094,PRESENTS,Symptom::D002032
15154,Disease::DOID:1993,PRESENTS,Symptom::D009325
15155,Disease::DOID:2994,PRESENTS,Symptom::D004411
15156,Disease::DOID:1793,PRESENTS,Symptom::D004415
15157,Disease::DOID:2596,PRESENTS,Symptom::D003371
15158,Disease::DOID:332,PRESENTS,Symptom::D020754
15159,Disease::DOID:2355,PRESENTS,Symptom::D010146
15160,Disease::DOID:14330,PRESENTS,Symptom::D011596
15161,Disease::DOID:2994,PRESENTS,Symptom::D014826
15162,Disease::DOID:2377,PRESENTS,Symptom::D014103
15163,Disease::DOID:3565,PRESENTS,Symptom::D065634
15164,Disease::DOID:0060119,PRESENTS,Symptom::D014826
15165,Disease::DOID:418,PRESENTS,Symptom::D004487
15166,Disease::DOID:1686,PRESENTS,Symptom::D012607
15167,Disease::DOID:10976,PRESENTS,Symptom::D004487
15168,Disease::DOID:8778,PRESENTS,Symptom::D011695
15169,Disease::DOID:9744,PRESENTS,Symptom::D011141
15170,Disease::DOID:13189,PRESENTS,Symptom::D007926
15171,Disease::DOID:8577,PRESENTS,Symptom::D011696
15172,Disease::DOID:12365,PRESENTS,Symptom::D003128
15173,Disease::DOID:5612,PRESENTS,Symptom::D009123
15174,Disease::DOID:7693,PRESENTS,Symptom::D007035
15175,Disease::DOID:2355,PRESENTS,Symptom::D002303
15176,Disease::DOID:10652,PRESENTS,Symptom::D013494
15177,Disease::DOID:5041,PRESENTS,Symptom::D010146
15178,Disease::DOID:11476,PRESENTS,Symptom::D007706
15179,Disease::DOID:2043,PRESENTS,Symptom::D004314
15180,Disease::DOID:3312,PRESENTS,Symptom::D012893
15181,Disease::DOID:10763,PRESENTS,Symptom::D012166
15182,Disease::DOID:0050425,PRESENTS,Symptom::D020920
15183,Disease::DOID:8893,PRESENTS,Symptom::D005157
15184,Disease::DOID:1459,PRESENTS,Symptom::D000787
15185,Disease::DOID:1459,PRESENTS,Symptom::D034381
15186,Disease::DOID:11714,PRESENTS,Symptom::D005311
15187,Disease::DOID:1826,PRESENTS,Symptom::D019462
15188,Disease::DOID:1725,PRESENTS,Symptom::D000855
15189,Disease::DOID:3565,PRESENTS,Symptom::D000647
15190,Disease::DOID:9835,PRESENTS,Symptom::D004172
15191,Disease::DOID:13189,PRESENTS,Symptom::D004487
15192,Disease::DOID:11934,PRESENTS,Symptom::D003638
15193,Disease::DOID:9074,PRESENTS,Symptom::D016553
15194,Disease::DOID:2355,PRESENTS,Symptom::D008607
15195,Disease::DOID:11934,PRESENTS,Symptom::D013651
15196,Disease::DOID:7693,PRESENTS,Symptom::D000787
15197,Disease::DOID:13223,PRESENTS,Symptom::D004487
15198,Disease::DOID:2394,PRESENTS,Symptom::D000855
15199,Disease::DOID:1793,PRESENTS,Symptom::D015431
15200,Disease::DOID:7693,PRESENTS,Symptom::D010291
15201,Disease::DOID:10652,PRESENTS,Symptom::D053202
15202,Disease::DOID:635,PRESENTS,Symptom::D001766
15203,Disease::DOID:11949,PRESENTS,Symptom::D057178
15204,Disease::DOID:2994,PRESENTS,Symptom::D015746
15205,Disease::DOID:10608,PRESENTS,Symptom::D015746
15206,Disease::DOID:9744,PRESENTS,Symptom::D003117
15207,Disease::DOID:11934,PRESENTS,Symptom::D010148
15208,Disease::DOID:11054,PRESENTS,Symptom::D053584
15209,Disease::DOID:1964,PRESENTS,Symptom::D015746
15210,Disease::DOID:14330,PRESENTS,Symptom::D005221
15211,Disease::DOID:4481,PRESENTS,Symptom::D000857
15212,Disease::DOID:1790,PRESENTS,Symptom::D003371
15213,Disease::DOID:2841,PRESENTS,Symptom::D002637
15214,Disease::DOID:1612,PRESENTS,Symptom::D020250
15215,Disease::DOID:5875,PRESENTS,Symptom::D009461
15216,Disease::DOID:1094,PRESENTS,Symptom::D003147
15217,Disease::DOID:2994,PRESENTS,Symptom::D006313
15218,Disease::DOID:1094,PRESENTS,Symptom::D006948
15219,Disease::DOID:1319,PRESENTS,Symptom::D001926
15220,Disease::DOID:216,PRESENTS,Symptom::D005183
15221,Disease::DOID:10534,PRESENTS,Symptom::D002100
15222,Disease::DOID:13241,PRESENTS,Symptom::D009912
15223,Disease::DOID:1595,PRESENTS,Symptom::D011304
15224,Disease::DOID:2043,PRESENTS,Symptom::D012877
15225,Disease::DOID:0050741,PRESENTS,Symptom::D014202
15226,Disease::DOID:1115,PRESENTS,Symptom::D006337
15227,Disease::DOID:8893,PRESENTS,Symptom::D004487
15228,Disease::DOID:784,PRESENTS,Symptom::D012893
15229,Disease::DOID:2355,PRESENTS,Symptom::D054068
15230,Disease::DOID:2994,PRESENTS,Symptom::D014839
15231,Disease::DOID:5612,PRESENTS,Symptom::D020336
15232,Disease::DOID:332,PRESENTS,Symptom::D020828
15233,Disease::DOID:1192,PRESENTS,Symptom::D000370
15234,Disease::DOID:11934,PRESENTS,Symptom::D001184
15235,Disease::DOID:1094,PRESENTS,Symptom::D005600
15236,Disease::DOID:10021,PRESENTS,Symptom::D003967
15237,Disease::DOID:4362,PRESENTS,Symptom::D014550
15238,Disease::DOID:14330,PRESENTS,Symptom::D020235
15239,Disease::DOID:784,PRESENTS,Symptom::D000860
15240,Disease::DOID:7148,PRESENTS,Symptom::D000270
15241,Disease::DOID:585,PRESENTS,Symptom::D010146
15242,Disease::DOID:4989,PRESENTS,Symptom::D006942
15243,Disease::DOID:4989,PRESENTS,Symptom::D003085
15244,Disease::DOID:10763,PRESENTS,Symptom::D020181
15245,Disease::DOID:5612,PRESENTS,Symptom::D020233
15246,Disease::DOID:5419,PRESENTS,Symptom::D007331
15247,Disease::DOID:0050425,PRESENTS,Symptom::D012148
15248,Disease::DOID:184,PRESENTS,Symptom::D006314
15249,Disease::DOID:11949,PRESENTS,Symptom::D001037
15250,Disease::DOID:2994,PRESENTS,Symptom::D006988
15251,Disease::DOID:263,PRESENTS,Symptom::D000860
15252,Disease::DOID:2174,PRESENTS,Symptom::D009755
15253,Disease::DOID:12365,PRESENTS,Symptom::D003967
15254,Disease::DOID:14330,PRESENTS,Symptom::D051346
15255,Disease::DOID:635,PRESENTS,Symptom::D003967
15256,Disease::DOID:2841,PRESENTS,Symptom::D012893
15257,Disease::DOID:5559,PRESENTS,Symptom::D010264
15258,Disease::DOID:2994,PRESENTS,Symptom::D016534
15259,Disease::DOID:11819,PRESENTS,Symptom::D010146
15260,Disease::DOID:11934,PRESENTS,Symptom::D006312
15261,Disease::DOID:1964,PRESENTS,Symptom::D004487
15262,Disease::DOID:2994,PRESENTS,Symptom::D019080
15263,Disease::DOID:5419,PRESENTS,Symptom::D004409
15264,Disease::DOID:10941,PRESENTS,Symptom::D001926
15265,Disease::DOID:9296,PRESENTS,Symptom::D003638
15266,Disease::DOID:3312,PRESENTS,Symptom::D002819
15267,Disease::DOID:14330,PRESENTS,Symptom::D020233
15268,Disease::DOID:2174,PRESENTS,Symptom::D009886
15269,Disease::DOID:5875,PRESENTS,Symptom::D001416
15270,Disease::DOID:3571,PRESENTS,Symptom::D000855
15271,Disease::DOID:986,PRESENTS,Symptom::D002422
15272,Disease::DOID:4159,PRESENTS,Symptom::D009912
15273,Disease::DOID:1094,PRESENTS,Symptom::D011595
15274,Disease::DOID:1909,PRESENTS,Symptom::D011537
15275,Disease::DOID:10941,PRESENTS,Symptom::D010291
15276,Disease::DOID:2377,PRESENTS,Symptom::D005207
15277,Disease::DOID:1612,PRESENTS,Symptom::D002100
15278,Disease::DOID:11054,PRESENTS,Symptom::D014549
15279,Disease::DOID:6364,PRESENTS,Symptom::D006429
15280,Disease::DOID:10871,PRESENTS,Symptom::D006212
15281,Disease::DOID:12849,PRESENTS,Symptom::D015518
15282,Disease::DOID:5612,PRESENTS,Symptom::D009461
15283,Disease::DOID:12236,PRESENTS,Symptom::D016553
15284,Disease::DOID:2377,PRESENTS,Symptom::D001072
15285,Disease::DOID:13223,PRESENTS,Symptom::D014550
15286,Disease::DOID:1790,PRESENTS,Symptom::D006469
15287,Disease::DOID:8398,PRESENTS,Symptom::D018771
15288,Disease::DOID:0050741,PRESENTS,Symptom::D006941
15289,Disease::DOID:6364,PRESENTS,Symptom::D000647
15290,Disease::DOID:1909,PRESENTS,Symptom::D003085
15291,Disease::DOID:3310,PRESENTS,Symptom::D011538
15292,Disease::DOID:1909,PRESENTS,Symptom::D018908
15293,Disease::DOID:7147,PRESENTS,Symptom::D009437
15294,Disease::DOID:10283,PRESENTS,Symptom::D053448
15295,Disease::DOID:6364,PRESENTS,Symptom::D006941
15296,Disease::DOID:1094,PRESENTS,Symptom::D020189
15297,Disease::DOID:9835,PRESENTS,Symptom::D012607
15298,Disease::DOID:9074,PRESENTS,Symptom::D020757
15299,Disease::DOID:1595,PRESENTS,Symptom::D020178
15300,Disease::DOID:10941,PRESENTS,Symptom::D003244
15301,Disease::DOID:10652,PRESENTS,Symptom::D001037
15302,Disease::DOID:10652,PRESENTS,Symptom::D003693
15303,Disease::DOID:219,PRESENTS,Symptom::D005335
15304,Disease::DOID:332,PRESENTS,Symptom::D013494
15305,Disease::DOID:8398,PRESENTS,Symptom::D059350
15306,Disease::DOID:3312,PRESENTS,Symptom::D006948
15307,Disease::DOID:1826,PRESENTS,Symptom::D006985
15308,Disease::DOID:10941,PRESENTS,Symptom::D013035
15309,Disease::DOID:11476,PRESENTS,Symptom::D018771
15310,Disease::DOID:3083,PRESENTS,Symptom::D018496
15311,Disease::DOID:1245,PRESENTS,Symptom::D011539
15312,Disease::DOID:2994,PRESENTS,Symptom::D006261
15313,Disease::DOID:7148,PRESENTS,Symptom::D002819
15314,Disease::DOID:3277,PRESENTS,Symptom::D009207
15315,Disease::DOID:5875,PRESENTS,Symptom::D015746
15316,Disease::DOID:1459,PRESENTS,Symptom::D009222
15317,Disease::DOID:4481,PRESENTS,Symptom::D020078
15318,Disease::DOID:10652,PRESENTS,Symptom::D019954
15319,Disease::DOID:1826,PRESENTS,Symptom::D001037
15320,Disease::DOID:2994,PRESENTS,Symptom::D000647
15321,Disease::DOID:418,PRESENTS,Symptom::D012877
15322,Disease::DOID:2355,PRESENTS,Symptom::D000860
15323,Disease::DOID:6364,PRESENTS,Symptom::D006930
15324,Disease::DOID:2994,PRESENTS,Symptom::D010243
15325,Disease::DOID:1725,PRESENTS,Symptom::D009325
15326,Disease::DOID:5419,PRESENTS,Symptom::D007088
15327,Disease::DOID:7693,PRESENTS,Symptom::D053591
15328,Disease::DOID:784,PRESENTS,Symptom::D011507
15329,Disease::DOID:1319,PRESENTS,Symptom::D005158
15330,Disease::DOID:9744,PRESENTS,Symptom::D005884
15331,Disease::DOID:10534,PRESENTS,Symptom::D005334
15332,Disease::DOID:10763,PRESENTS,Symptom::D004487
15333,Disease::DOID:1612,PRESENTS,Symptom::D020920
15334,Disease::DOID:0060119,PRESENTS,Symptom::D013064
15335,Disease::DOID:9074,PRESENTS,Symptom::D011507
15336,Disease::DOID:4481,PRESENTS,Symptom::D009058
15337,Disease::DOID:1595,PRESENTS,Symptom::D020186
15338,Disease::DOID:184,PRESENTS,Symptom::D001750
15339,Disease::DOID:10871,PRESENTS,Symptom::D015877
15340,Disease::DOID:585,PRESENTS,Symptom::D007926
15341,Disease::DOID:5612,PRESENTS,Symptom::D010291
15342,Disease::DOID:12361,PRESENTS,Symptom::D009461
15343,Disease::DOID:2377,PRESENTS,Symptom::D011782
15344,Disease::DOID:1909,PRESENTS,Symptom::D001766
15345,Disease::DOID:10021,PRESENTS,Symptom::D004415
15346,Disease::DOID:0050741,PRESENTS,Symptom::D011596
15347,Disease::DOID:1319,PRESENTS,Symptom::D008569
15348,Disease::DOID:7148,PRESENTS,Symptom::D015845
15349,Disease::DOID:1909,PRESENTS,Symptom::D055154
15350,Disease::DOID:1319,PRESENTS,Symptom::D020234
15351,Disease::DOID:635,PRESENTS,Symptom::D019588
15352,Disease::DOID:184,PRESENTS,Symptom::D051346
15353,Disease::DOID:5408,PRESENTS,Symptom::D014012
15354,Disease::DOID:1595,PRESENTS,Symptom::D005222
15355,Disease::DOID:6364,PRESENTS,Symptom::D013035
15356,Disease::DOID:14330,PRESENTS,Symptom::D001264
15357,Disease::DOID:3565,PRESENTS,Symptom::D012678
15358,Disease::DOID:1094,PRESENTS,Symptom::D012913
15359,Disease::DOID:2994,PRESENTS,Symptom::D017699
15360,Disease::DOID:2377,PRESENTS,Symptom::D001264
15361,Disease::DOID:11949,PRESENTS,Symptom::D002524
15362,Disease::DOID:11949,PRESENTS,Symptom::D004421
15363,Disease::DOID:1612,PRESENTS,Symptom::D015430
15364,Disease::DOID:9744,PRESENTS,Symptom::D011507
15365,Disease::DOID:9835,PRESENTS,Symptom::D015878
15366,Disease::DOID:9074,PRESENTS,Symptom::D000419
15367,Disease::DOID:1595,PRESENTS,Symptom::D008607
15368,Disease::DOID:1826,PRESENTS,Symptom::D002524
15369,Disease::DOID:1319,PRESENTS,Symptom::D019080
15370,Disease::DOID:1024,PRESENTS,Symptom::D009912
15371,Disease::DOID:2377,PRESENTS,Symptom::D006311
15372,Disease::DOID:11819,PRESENTS,Symptom::D021501
15373,Disease::DOID:10608,PRESENTS,Symptom::D014839
15374,Disease::DOID:0060119,PRESENTS,Symptom::D009461
15375,Disease::DOID:12306,PRESENTS,Symptom::D019588
15376,Disease::DOID:3277,PRESENTS,Symptom::D016553
15377,Disease::DOID:1612,PRESENTS,Symptom::D010149
15378,Disease::DOID:8893,PRESENTS,Symptom::D014008
15379,Disease::DOID:1612,PRESENTS,Symptom::D059350
15380,Disease::DOID:184,PRESENTS,Symptom::D010146
15381,Disease::DOID:1459,PRESENTS,Symptom::D005183
15382,Disease::DOID:8778,PRESENTS,Symptom::D018771
15383,Disease::DOID:8986,PRESENTS,Symptom::D006970
15384,Disease::DOID:13241,PRESENTS,Symptom::D006261
15385,Disease::DOID:3070,PRESENTS,Symptom::D013064
15386,Disease::DOID:1115,PRESENTS,Symptom::D006685
15387,Disease::DOID:4362,PRESENTS,Symptom::D000855
15388,Disease::DOID:12849,PRESENTS,Symptom::D012678
15389,Disease::DOID:1319,PRESENTS,Symptom::D006313
15390,Disease::DOID:14330,PRESENTS,Symptom::D001259
15391,Disease::DOID:12995,PRESENTS,Symptom::D008607
15392,Disease::DOID:1319,PRESENTS,Symptom::D053609
15393,Disease::DOID:13241,PRESENTS,Symptom::D006312
15394,Disease::DOID:0050741,PRESENTS,Symptom::D020915
15395,Disease::DOID:4362,PRESENTS,Symptom::D005335
15396,Disease::DOID:2355,PRESENTS,Symptom::D001260
15397,Disease::DOID:3121,PRESENTS,Symptom::D000006
15398,Disease::DOID:4159,PRESENTS,Symptom::D014008
15399,Disease::DOID:3565,PRESENTS,Symptom::D014474
15400,Disease::DOID:11934,PRESENTS,Symptom::D002100
15401,Disease::DOID:13499,PRESENTS,Symptom::D003085
15402,Disease::DOID:12365,PRESENTS,Symptom::D007565
15403,Disease::DOID:10534,PRESENTS,Symptom::D016553
15404,Disease::DOID:5559,PRESENTS,Symptom::D014826
15405,Disease::DOID:2174,PRESENTS,Symptom::D012607
15406,Disease::DOID:6364,PRESENTS,Symptom::D010148
15407,Disease::DOID:175,PRESENTS,Symptom::D004487
15408,Disease::DOID:14330,PRESENTS,Symptom::D014202
15409,Disease::DOID:1324,PRESENTS,Symptom::D003221
15410,Disease::DOID:11054,PRESENTS,Symptom::D009325
15411,Disease::DOID:2394,PRESENTS,Symptom::D000006
15412,Disease::DOID:8850,PRESENTS,Symptom::D012678
15413,Disease::DOID:9074,PRESENTS,Symptom::D011694
15414,Disease::DOID:11054,PRESENTS,Symptom::D017699
15415,Disease::DOID:9296,PRESENTS,Symptom::D003490
15416,Disease::DOID:14330,PRESENTS,Symptom::D002375
15417,Disease::DOID:8577,PRESENTS,Symptom::D003085
15418,Disease::DOID:13223,PRESENTS,Symptom::D010149
15419,Disease::DOID:4159,PRESENTS,Symptom::D004438
15420,Disease::DOID:119,PRESENTS,Symptom::D011602
15421,Disease::DOID:332,PRESENTS,Symptom::D000860
15422,Disease::DOID:11555,PRESENTS,Symptom::D015354
15423,Disease::DOID:1826,PRESENTS,Symptom::D013342
15424,Disease::DOID:10283,PRESENTS,Symptom::D017699
15425,Disease::DOID:8577,PRESENTS,Symptom::D003968
15426,Disease::DOID:1115,PRESENTS,Symptom::D005334
15427,Disease::DOID:90,PRESENTS,Symptom::D017116
15428,Disease::DOID:418,PRESENTS,Symptom::D009912
15429,Disease::DOID:3565,PRESENTS,Symptom::D012607
15430,Disease::DOID:3565,PRESENTS,Symptom::D015354
15431,Disease::DOID:9835,PRESENTS,Symptom::D011681
15432,Disease::DOID:332,PRESENTS,Symptom::D004401
15433,Disease::DOID:1686,PRESENTS,Symptom::D000550
15434,Disease::DOID:219,PRESENTS,Symptom::D005334
15435,Disease::DOID:1686,PRESENTS,Symptom::D020757
15436,Disease::DOID:2355,PRESENTS,Symptom::D006337
15437,Disease::DOID:0060119,PRESENTS,Symptom::D013575
15438,Disease::DOID:1324,PRESENTS,Symptom::D001247
15439,Disease::DOID:1245,PRESENTS,Symptom::D011537
15440,Disease::DOID:216,PRESENTS,Symptom::D013651
15441,Disease::DOID:14330,PRESENTS,Symptom::D062706
15442,Disease::DOID:9074,PRESENTS,Symptom::D002637
15443,Disease::DOID:11615,PRESENTS,Symptom::D004487
15444,Disease::DOID:1612,PRESENTS,Symptom::D014840
15445,Disease::DOID:5612,PRESENTS,Symptom::D001750
15446,Disease::DOID:1459,PRESENTS,Symptom::D004314
15447,Disease::DOID:12930,PRESENTS,Symptom::D004417
15448,Disease::DOID:4045,PRESENTS,Symptom::D017699
15449,Disease::DOID:418,PRESENTS,Symptom::D011696
15450,Disease::DOID:2994,PRESENTS,Symptom::D005132
15451,Disease::DOID:5559,PRESENTS,Symptom::D020335
15452,Disease::DOID:10763,PRESENTS,Symptom::D018980
15453,Disease::DOID:175,PRESENTS,Symptom::D005335
15454,Disease::DOID:10652,PRESENTS,Symptom::D057178
15455,Disease::DOID:635,PRESENTS,Symptom::D005183
15456,Disease::DOID:1793,PRESENTS,Symptom::D014474
15457,Disease::DOID:2994,PRESENTS,Symptom::D006396
15458,Disease::DOID:175,PRESENTS,Symptom::D010264
15459,Disease::DOID:10534,PRESENTS,Symptom::D006939
15460,Disease::DOID:1192,PRESENTS,Symptom::D006315
15461,Disease::DOID:8986,PRESENTS,Symptom::D010243
15462,Disease::DOID:1324,PRESENTS,Symptom::D003371
15463,Disease::DOID:11934,PRESENTS,Symptom::D005926
15464,Disease::DOID:2377,PRESENTS,Symptom::D001037
15465,Disease::DOID:9008,PRESENTS,Symptom::D019547
15466,Disease::DOID:3070,PRESENTS,Symptom::D000381
15467,Disease::DOID:5612,PRESENTS,Symptom::D014103
15468,Disease::DOID:3571,PRESENTS,Symptom::D007565
15469,Disease::DOID:3312,PRESENTS,Symptom::D008607
15470,Disease::DOID:4159,PRESENTS,Symptom::D011538
15471,Disease::DOID:1725,PRESENTS,Symptom::D002100
15472,Disease::DOID:0060119,PRESENTS,Symptom::D034381
15473,Disease::DOID:2377,PRESENTS,Symptom::D004172
15474,Disease::DOID:2377,PRESENTS,Symptom::D018908
15475,Disease::DOID:3070,PRESENTS,Symptom::D006311
15476,Disease::DOID:1826,PRESENTS,Symptom::D005311
15477,Disease::DOID:3083,PRESENTS,Symptom::D051346
15478,Disease::DOID:8893,PRESENTS,Symptom::D012877
15479,Disease::DOID:1319,PRESENTS,Symptom::D018496
15480,Disease::DOID:6364,PRESENTS,Symptom::D012001
15481,Disease::DOID:13189,PRESENTS,Symptom::D006930
15482,Disease::DOID:1725,PRESENTS,Symptom::D041781
15483,Disease::DOID:219,PRESENTS,Symptom::D014839
15484,Disease::DOID:2994,PRESENTS,Symptom::D009155
15485,Disease::DOID:11934,PRESENTS,Symptom::D012913
15486,Disease::DOID:13241,PRESENTS,Symptom::D005158
15487,Disease::DOID:14330,PRESENTS,Symptom::D006606
15488,Disease::DOID:7147,PRESENTS,Symptom::D018771
15489,Disease::DOID:7148,PRESENTS,Symptom::D006356
15490,Disease::DOID:1192,PRESENTS,Symptom::D014012
15491,Disease::DOID:13378,PRESENTS,Symptom::D000787
15492,Disease::DOID:1781,PRESENTS,Symptom::D013746
15493,Disease::DOID:1192,PRESENTS,Symptom::D010291
15494,Disease::DOID:1094,PRESENTS,Symptom::D001308
15495,Disease::DOID:1115,PRESENTS,Symptom::D009886
15496,Disease::DOID:175,PRESENTS,Symptom::D003371
15497,Disease::DOID:1612,PRESENTS,Symptom::D000860
15498,Disease::DOID:1192,PRESENTS,Symptom::D002558
15499,Disease::DOID:1964,PRESENTS,Symptom::D000006
15500,Disease::DOID:1319,PRESENTS,Symptom::D005157
15501,Disease::DOID:0060119,PRESENTS,Symptom::D010243
15502,Disease::DOID:3565,PRESENTS,Symptom::D010243
15503,Disease::DOID:585,PRESENTS,Symptom::D010264
15504,Disease::DOID:1094,PRESENTS,Symptom::D004410
15505,Disease::DOID:4481,PRESENTS,Symptom::D002559
15506,Disease::DOID:13241,PRESENTS,Symptom::D005132
15507,Disease::DOID:0050741,PRESENTS,Symptom::D014474
15508,Disease::DOID:3083,PRESENTS,Symptom::D013851
15509,Disease::DOID:1595,PRESENTS,Symptom::D011596
15510,Disease::DOID:12361,PRESENTS,Symptom::D014826
15511,Disease::DOID:635,PRESENTS,Symptom::D012166
15512,Disease::DOID:1324,PRESENTS,Symptom::D010149
15513,Disease::DOID:7693,PRESENTS,Symptom::D056844
15514,Disease::DOID:12930,PRESENTS,Symptom::D002637
15515,Disease::DOID:9074,PRESENTS,Symptom::D004172
15516,Disease::DOID:7693,PRESENTS,Symptom::D016534
15517,Disease::DOID:2994,PRESENTS,Symptom::D014717
15518,Disease::DOID:332,PRESENTS,Symptom::D002524
15519,Disease::DOID:2377,PRESENTS,Symptom::D010146
15520,Disease::DOID:184,PRESENTS,Symptom::D019547
15521,Disease::DOID:1024,PRESENTS,Symptom::D018908
15522,Disease::DOID:8893,PRESENTS,Symptom::D004314
15523,Disease::DOID:12365,PRESENTS,Symptom::D009846
15524,Disease::DOID:8986,PRESENTS,Symptom::D006212
15525,Disease::DOID:9970,PRESENTS,Symptom::D015431
15526,Disease::DOID:8778,PRESENTS,Symptom::D004415
15527,Disease::DOID:2377,PRESENTS,Symptom::D007035
15528,Disease::DOID:1319,PRESENTS,Symptom::D001041
15529,Disease::DOID:1319,PRESENTS,Symptom::D010468
15530,Disease::DOID:2994,PRESENTS,Symptom::D006337
15531,Disease::DOID:11934,PRESENTS,Symptom::D000550
15532,Disease::DOID:4045,PRESENTS,Symptom::D009437
15533,Disease::DOID:8986,PRESENTS,Symptom::D009123
15534,Disease::DOID:585,PRESENTS,Symptom::D013746
15535,Disease::DOID:10652,PRESENTS,Symptom::D020178
15536,Disease::DOID:3070,PRESENTS,Symptom::D017116
15537,Disease::DOID:5419,PRESENTS,Symptom::D010468
15538,Disease::DOID:216,PRESENTS,Symptom::D004314
15539,Disease::DOID:6364,PRESENTS,Symptom::D009437
15540,Disease::DOID:635,PRESENTS,Symptom::D011537
15541,Disease::DOID:263,PRESENTS,Symptom::D004438
15542,Disease::DOID:0050156,PRESENTS,Symptom::D006356
15543,Disease::DOID:12185,PRESENTS,Symptom::D014012
15544,Disease::DOID:5612,PRESENTS,Symptom::D012678
15545,Disease::DOID:10283,PRESENTS,Symptom::D003967
15546,Disease::DOID:8398,PRESENTS,Symptom::D005157
15547,Disease::DOID:0050425,PRESENTS,Symptom::D020886
15548,Disease::DOID:3070,PRESENTS,Symptom::D000849
15549,Disease::DOID:594,PRESENTS,Symptom::D004417
15550,Disease::DOID:0050741,PRESENTS,Symptom::D003221
15551,Disease::DOID:4362,PRESENTS,Symptom::D015746
15552,Disease::DOID:594,PRESENTS,Symptom::D020188
15553,Disease::DOID:4159,PRESENTS,Symptom::D019080
15554,Disease::DOID:1459,PRESENTS,Symptom::D009133
15555,Disease::DOID:1595,PRESENTS,Symptom::D003248
15556,Disease::DOID:7148,PRESENTS,Symptom::D019547
15557,Disease::DOID:1826,PRESENTS,Symptom::D020183
15558,Disease::DOID:6364,PRESENTS,Symptom::D006985
15559,Disease::DOID:2841,PRESENTS,Symptom::D003371
15560,Disease::DOID:1595,PRESENTS,Symptom::D004244
15561,Disease::DOID:1909,PRESENTS,Symptom::D014786
15562,Disease::DOID:10534,PRESENTS,Symptom::D041781
15563,Disease::DOID:2355,PRESENTS,Symptom::D016532
15564,Disease::DOID:11920,PRESENTS,Symptom::D002637
15565,Disease::DOID:1192,PRESENTS,Symptom::D014826
15566,Disease::DOID:1024,PRESENTS,Symptom::D014786
15567,Disease::DOID:0060119,PRESENTS,Symptom::D019462
15568,Disease::DOID:1686,PRESENTS,Symptom::D006423
15569,Disease::DOID:11054,PRESENTS,Symptom::D053159
15570,Disease::DOID:3070,PRESENTS,Symptom::D001926
15571,Disease::DOID:10608,PRESENTS,Symptom::D003968
15572,Disease::DOID:11934,PRESENTS,Symptom::D001766
15573,Disease::DOID:1686,PRESENTS,Symptom::D006988
15574,Disease::DOID:3070,PRESENTS,Symptom::D004244
15575,Disease::DOID:14330,PRESENTS,Symptom::D020919
